SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
1,IE1423319,9939659813907636,Flowers,wp003790,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1423330,9939660704107636,Fuchsia,wp003817,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1423505,9939659822207636,Pansies,wp003811,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1423577,9939653028007636,Pansies,wp003810,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1423605,9922936423607636,[Hebe],wp003804,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1427423,9939653676607636,Flowers,wp003791,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1427591,9922921773607636,[Onions],wp003778,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1447111,9922946523607636,[Plums],wp003838,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1447549,9922945603607636,[Pelargonium and jasmine],wp003820,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1447618,9922921063607636,Windsor Castle,wp003761,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1448019,9922946803607636,[Gentians and wallflowers],wp003845,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1448197,9939649963407636,Pansies,wp003809,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1448212,9922947193607636,[Scotch thistle],wp003863,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1448239,9922931083607636,[Nerine],wp003800,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1452746,9922947173607636,[Grapes and peach],wp003862,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1453301,9922945723607636,[Apple blossom?],wp003825,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1454069,9922930953607636,[Acorns with leaves],wp003797,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1454120,9922936473607636,[Wildflowers],wp003807,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1461153,9922945803607636,[Yew berries],wp003828,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1461321,9939656482907636,Still life with fruit,wp003780,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1461687,9939658420807636,Camellia buds,wp003852,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1461696,9922945773607636,[Fuchsia],wp003827,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1462014,9939658417307636,Jonquils,wp003849,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1465990,9922921533607636,[Still life of nectarine or plum with peas in the shell],wp003773,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1466104,9922945883607636,[Mouse eating cheese],wp003831,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1470861,9922930713607636,[Passionfruit flowers],wp003784,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1470960,9922921793607636,[Peony],wp003779,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1471377,9922945563607636,[Hazelnuts and walnut],wp003818,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1473318,9939658419907636,Dead birds,wp003841,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1476065,9939656887007636,Fuchsia,wp003770,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1476348,9922945843607636,[Cowslips],wp003829,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1480882,9922936353607636,[Anemones],wp003802,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1486782,9922936433607636,[Lilium],wp003805,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1486878,9939653397907636,Flowers,wp003789,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1486902,9922936313607636,[Honeysuckle and jasmine],wp003801,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1489526,9922947013607636,[Camellia],wp003857,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1490040,9922947103607636,[Orange blossom],wp003859,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1490471,9922946953607636,[Heath with maidenhair fern],wp003854,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1491074,9922945863607636,[Polyanthus],wp003830,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1499338,9922921753607636,[Boronia],wp003777,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1499358,9922945683607636,[Moss rose],wp003823,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1499526,9922930813607636,[Cherries],wp003788,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1499549,9922936373607636,[Geranium],wp003803,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1499936,9922945523607636,[Iris],wp003815,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1499977,9922945753607636,[Climbing roses],wp003826,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1500012,9922936503607636,[Bouquet of geranium and jasmine],wp003808,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1500074,9939648872307636,Four pictures of pansies,wp003764,1883,"Album of watercolour of flowers, vegetables and fruit"
1,IE1500424,9922930693607636,[Plums with vine leaves],wp003783,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1503864,9922947213607636,The primrose,wp003864,1897,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504121,9922930983607636,"[Arrangement of pansy, forget-me-not and tulip]",wp003799,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504229,9922930903607636,[Blackberries on the cane],wp003794,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504259,9922921693607636,[Fuchsia Heath Epicaris],wp003776,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504448,9922945613607636,[Carnations],wp003821,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504477,9922945533607636,[Verbena],wp003816,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504495,9922946753607636,[Apples with wasp],wp003843,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504554,9922930933607636,[Rose hips],wp003796,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1504586,9939670598307636,Camellias,wp003814,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1505151,9922946983607636,[Rose with bud],wp003855,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1505316,9922946823607636,"[Rose, cream with pink tinge]",wp003846,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1505372,9922946793607636,[Pink heath],wp003844,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1505760,9922946843607636,[Convolvulus],wp003847,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1505792,9922947163607636,[Sturt's desert pea],wp003861,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1510594,9922921473607636,[Flower arrangement],wp003772,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1510822,9922946083607636,[Cabbage moth],wp003836,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1510990,9922946003607636,[Primroses],wp003834,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1511005,9922946033607636,[Wildflowers],wp003835,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1511034,9922946573607636,[Apple blossom],wp003840,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1531163,9922946993607636,[Marigolds],wp003856,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1542733,9922946883607636,[Daphne],wp003850,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1542796,9922930663607636,[Tiger lilies],wp003782,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1544048,9922921673607636,[Wattle],wp003775,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE1544471,9922921403607636,Fruit,wp003771,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE7975661,9922930773607636,[Lemon with hazelnuts / rose],wp003785,1870/1910,"Album of watercolour of flowers, vegetables and fruit"
1,IE108611,9917894943607636,"Drovers boil billy during roundups for cattle sales, Albury, [New South Wales]",an016874,1944/1950,Argus newspaper collection of photographs.
1,IE116883,9917893163607636,"Timber cutting, Powelltown [Victoria]",an017215,1943/1949,Argus newspaper collection of photographs.
1,IE122807,9917893083607636,"Crowd listens to Governor's address on Australia Day, all betting ceased during the ceremony",an017243,26/01/1954,Argus newspaper collection of photographs.
1,IE123304,9917892343607636,"[Melbourne wildflower artist, Geoff Riley holding a painting by Aboriginal artist, Richard Moketarinja]",an017621,1950/1954,Argus newspaper collection of photographs.
1,IE123571,9917896813607636,"Well, they'll be flat out to get me again",an017085,1951,Argus newspaper collection of photographs.
1,IE123591,9917895023607636,Customs officials removing contraband from the liner Taiping before sailing from Sydney today.,an017292,14/05/1947,Argus newspaper collection of photographs.
1,IE123676,9939659365507636,"The 'hiball', a 9 foot sphere drawn by 2 T.D. 24 tractors, used to pull down forests near Longworth",an017212,1949/1954,Argus newspaper collection of photographs.
1,IE123699,9917898263607636,Phillip Is. penguins,an017127,27/11/1946,Argus newspaper collection of photographs.
1,IE123711,9917896743607636,"[Koala, with someone holding a young one nearby]",an017082,1947,Argus newspaper collection of photographs.
1,IE123714,9917892783607636,"Broken Hill Steel works, Newcastle, N.S.W.",an017197,1929/1935,Argus newspaper collection of photographs.
1,IE123776,9917896573607636,Peter Leonard's Puppet at the St. Kilda Park State School,an017525,1953,Argus newspaper collection of photographs.
1,IE123811,9917893833607636,Canada's Memorial Day,an017493,1950/1954,Argus newspaper collection of photographs.
1,IE124368,9917893843607636,Chinese nurses at Children's Hospital under scholarship [Melbourne],an017270,1947,Argus newspaper collection of photographs.
1,IE124449,9939658790107636,Horse breeds with points marked on images,an017155,1937/1946,Argus newspaper collection of photographs.
1,IE124458,9917892533607636,"A night view of the distillation unit, Shell Geelong refinery [Vic.]",an017179,1951/1954,Argus newspaper collection of photographs.
1,IE124565,9917894003607636,Chinese students for Australia,an017271,1946,Argus newspaper collection of photographs.
1,IE124906,9917894703607636,"Dutch children who arrived from, Holland by K.L.M. Skymaster at Essendon had a nice surprise when they were met by Saint Nicholas ... Black Peter. Little Sonia Van Derwiok from Leiderdorp, Holland ...",an017284,1952-12,Argus newspaper collection of photographs.
1,IE124932,9917892523607636,First delivery of crude oil to new Shell refinery at Geelong [Vic.],an017178,1951/1954,Argus newspaper collection of photographs.
1,IE125520,9917896103607636,Old concrete stand being demolished at the showgrounds ...,an017517,1954,Argus newspaper collection of photographs.
1,IE125602,9917893093607636,Crowds at Sth [South] Melbourne versus Carlton at Sth Melb... [Melbourne],an017244,1949/1954,Argus newspaper collection of photographs.
1,IE125654,9939653791007636,Boxer dogs in Australia,an017452,1951/1954,Argus newspaper collection of photographs.
1,IE125708,9917898343607636,"A smile of welcome for the penguin from attractive Sue Thomas, Public Relations officer at the zoo.",an017131,1951,Argus newspaper collection of photographs.
1,IE125724,9917893443607636,"Diesel road-train, operated by Commonwealth Govt., hauls between Alice Springs and Tennant Creek",an017228,1935/1941,Argus newspaper collection of photographs.
1,IE125727,9917894973607636,[Ringwood recorder band],an018002,1947/1953,Argus newspaper collection of photographs.
1,IE125737,9917894963607636,[Pipe band marching in Kilmore],an018001,1950/1954,Argus newspaper collection of photographs.
1,IE127449,9917896323607636,"[Person holding young koala, the mother koala standing on hind legs to reach it]",an017071,1937,Argus newspaper collection of photographs.
1,IE127551,9939656197807636,"Freda & Raeburn Griffith's puppet Easter puppet show at Myers, Melbourne",an017551,1954,Argus newspaper collection of photographs.
1,IE127666,9917898663607636,Two members of the Expedition examine King penguins. Egg had to be forcibly removed from between bird's feet,an017134,1953,Argus newspaper collection of photographs.
1,IE127794,9939659539207636,"Herb McKenley, Jamaican athlete",an017860,1948/1953,Argus newspaper collection of photographs.
1,IE127815,9917896303607636,Koala,an017069,1932,Argus newspaper collection of photographs.
1,IE127896,9917897013607636,"[Tobermory Cattle Station, Queensland]",an016876,1934/1940,Argus newspaper collection of photographs.
1,IE127949,9917898003607636,[Dalby Station Qeensland],an016904,1947/1953,Argus newspaper collection of photographs.
1,IE129538,9917893053607636,"Crowd outside Spencer Jacksons, waiting for Myers House",an017240,1944/1950,Argus newspaper collection of photographs.
1,IE129697,9917893363607636,Henry Farman biplane,an017223,1910/1918,Argus newspaper collection of photographs.
1,IE129706,9917894103607636,"Jeya Rajendram 27, of Malaya and Mrs. Joyce Bartlett of S. [South] Yarra",an017276,1954,Argus newspaper collection of photographs.
1,IE129758,9917894093607636,Minister of Social Services farewells Asian students,an017275,1953,Argus newspaper collection of photographs.
1,IE129901,9917900413607636,[Lew Hoad and Ken Rosewall playing in the men's doubles at Wimbledon],an017706,1954,Argus newspaper collection of photographs.
1,IE129923,9917893643607636,"Rain at the races, a barefooted girl scampers across the Flat Bookies stands.",an017260,1954,Argus newspaper collection of photographs.
1,IE131793,9917895113607636,Opium haul,an017301,1950/1954,Argus newspaper collection of photographs.
1,IE131829,9917898923607636,"Amateur athletics, Olympic Park [Vic.]",an017852,1951/1954,Argus newspaper collection of photographs.
1,IE131955,9917895063607636,Warf [i.e. wharf] labourer removing smuggled zinc ingots from aboard the S.S. Pioneer Star.,an017296,1947/1953,Argus newspaper collection of photographs.
1,IE1321752,9917897643607636,[Young elephant from London Zoo being measured for a Coronation coat],is000581,1/05/1953,Argus newspaper collection of photographs.
1,IE132271,9917894063607636,Dervish Bejah Balouch.,an016852,1944/1950,Argus newspaper collection of photographs.
1,IE132453,9917898973607636,[Sheep killed in bushfire in Victoria],an016928,1941/1947,Argus newspaper collection of photographs.
1,IE132609,9917894733607636,[Ukrainian Christmas Mass at St. Patrick's Cathedral],an017993,1950/1954,Argus newspaper collection of photographs.
1,IE1327945,9917897553607636,Medicine? Just pour it in here,is000580,1950,Argus newspaper collection of photographs.
1,IE133285,9939661027707636,Huebner farm near Warracknabeal,an016912,1942/1948,Argus newspaper collection of photographs.
1,IE134164,9917894783607636,"Deep Well, 47 miles south of Alice Springs",an016870,1947/1953,Argus newspaper collection of photographs.
1,IE134368,9917898243607636,Neither onlookers nor flashlight perturbs the penguins as they march by,an017125,1947,Argus newspaper collection of photographs.
1,IE134409,9917895503607636,Tommy Thomas,an017307,5/08/1950,Argus newspaper collection of photographs.
1,IE134442,9917894793607636,Mob of travelling cattle watering at no. 2 bore on Eva Downs [Northern Territory],an016871,1947/1953,Argus newspaper collection of photographs.
1,IE134579,9939655668507636,Florists,an017501,1949/1954,Argus newspaper collection of photographs.
1,IE135011,9917898763607636,New discovery in Antarctica,an017138,1928/1934,Argus newspaper collection of photographs.
1,IE135014,9917895543607636,"Mr. W. Stone 58 years old farmer was born on a farm in Sth Aust. He is a stud breeder of Dorset Horns and Corriedales and lives at Kialla via Shepparton, Victoria.",an017308,1948/1954,Argus newspaper collection of photographs.
1,IE135244,9917895103607636,"J. H. Coventry - Senior Boarding Officer, W. Wilkinson - Boarding Officer, H. Kirkby - Boarding Officer writing into seizure book some of the 46,800 American cigarettes which were seized by Customs officials off the Chinese L.S.T. North Star.",an017300,1946/1952,Argus newspaper collection of photographs.
1,IE137296,9917894693607636,"[Ukrainian Christmas Mass St. Patrick's Cathedral, Melbourne]",an017992,1949/1954,Argus newspaper collection of photographs.
1,IE137407,9917896733607636,"[Clown marionette holding the strings to another smaller clown marionette, sitting side by side]",an017538,1947,Argus newspaper collection of photographs.
1,IE137479,9917897903607636,"[Elephant with trunk raised, man playing a tenor horn beside]",an017116,1947,Argus newspaper collection of photographs.
1,IE137485,9917896723607636,Puppeteers intent on their work,an017537,1945,Argus newspaper collection of photographs.
1,IE137539,9917889653607636,"Entraety [i.e. Entreaty], Phar Lap's mother, arrives in N.S.W. ...",an017381,1935/1941,Argus newspaper collection of photographs.
1,IE137551,9917896313607636,[Koala sitting in tree],an017070,1937,Argus newspaper collection of photographs.
1,IE137554,9917896653607636,[Mike O'Rourke from the film Lili is introducing Babs McKinnon to his puppets at the Tivoli Theatre],an017528,1953,Argus newspaper collection of photographs.
1,IE138762,9917898283607636,Penguin - Phillip Island.,an017129,1935,Argus newspaper collection of photographs.
1,IE138833,9917895013607636,Customs officials made a double check on passengers and visitors when the liner Changte brought 142 Chinese and 88 other passengers to Sydney yesterday. This picture was taken at the wharf gate.,an017291,1946/1952,Argus newspaper collection of photographs.
1,IE138838,9917896463607636,Look out here I come for a three point landing - a koala caught in the Langwarrin reserve is lassooed and caught in a tarpaulin to be released in a safer area,an017080,1951,Argus newspaper collection of photographs.
1,IE138869,9917898253607636,"[Penguin burrow, Phillip Island, Victoria]",an017126,1946/1947,Argus newspaper collection of photographs.
1,IE138962,9917898783607636,Interesting bird life of Kerguelen land,an017139,1928/1934,Argus newspaper collection of photographs.
1,IE138965,9917896493607636,"Randwick Racecourse, [illegible], N.S.W.",an017522,1949,Argus newspaper collection of photographs.
1,IE139032,9917895553607636,F. Brown (Austurious Steward) and his Jimmy Edwards handlebar moustache.,an017309,28/12/1951,Argus newspaper collection of photographs.
1,IE139038,9917894673607636,"Fishermen on the Yarra St Wharf, Geelong, [Vic.]",an017346,1936/1954,Argus newspaper collection of photographs.
1,IE139090,9917895563607636,Wizard show,an017310,1/06/1948,Argus newspaper collection of photographs.
1,IE139108,9917896063607636,Demolition of one of the Old Melbourne Hospital wings to make way for the new building ...,an017513,1953,Argus newspaper collection of photographs.
1,IE139491,9917893203607636,"[Stacks of sawn timber, some suspended from a crane with a man standing on top of stack]",an017220,1945/1951,Argus newspaper collection of photographs.
1,IE139497,9917892123607636,"Torres Strait Islanders wearing typical headdress, coloured garlands and lava lavas, rehearse their famous paddle dance",an017611,1945/1951,Argus newspaper collection of photographs.
1,IE139500,9917899043607636,Len Hutton practising at M.C.C. for 3rd test,an017657,1947,Argus newspaper collection of photographs.
1,IE141159,9917894753607636,[Father Ivan Prasko reading Gospel at Christmas Mass],an017994,1950/1954,Argus newspaper collection of photographs.
1,IE141198,9917903273607636,Babe in bunker,an017802,1948,Argus newspaper collection of photographs.
1,IE141231,9917893693607636,[Percy Cerutty with bikini model],an017987,1950/1954,Argus newspaper collection of photographs.
1,IE141267,9917900703607636,The smile of victory on Lew Hoad's face after winning the Davis Cup singles today,an017721,1954,Argus newspaper collection of photographs.
1,IE142425,9917899093607636,"Len Hutton, English cricketer, batting in the nets in Western Australia",an017660,1946,Argus newspaper collection of photographs.
1,IE142507,9917899063607636,The incomparable Hutton,an017659,1951,Argus newspaper collection of photographs.
1,IE143554,9917895803607636,"Buchan caves, Victoria",an017371,1930/1951,Argus newspaper collection of photographs.
1,IE143637,9939668915107636,"Clydesdale horses on show, some with points marked on image",an017375,1936/1952,Argus newspaper collection of photographs.
1,IE143640,9917894313607636,"Duff-Cooper children lost for 9 days in bush, 1864",an017320,1937/1943,Argus newspaper collection of photographs.
1,IE143681,9939648544807636,Views from Queensland,an017330,1947/1953,Argus newspaper collection of photographs.
1,IE143702,9917893653607636,Women run from the shelter of Flinders Street Railway across the flooded streets. Many were caught in light clothes ...,an017261,1954,Argus newspaper collection of photographs.
1,IE143753,9917896663607636,"A girl on his knee, Mr G. T. Stafford with Miranda one of his puppets, he carved the puppet out of wood & wife made clothes, took [illegible] to make",an017529,1951,Argus newspaper collection of photographs.
1,IE1437608,9939660858407636,King George V and Queen Mary at opening of Australia House,is009731,1915/1921,Argus newspaper collection of photographs.
1,IE143820,9917895943607636,"Water storage tanks, catchment area, Nullabor [i.e. Nullarbor] Plain, Western Australia",an017374,1926/1932,Argus newspaper collection of photographs.
1,IE143882,9917893633607636,Sudden downpour in Melbourne streets. A sea of umbrellas appeared on the corner of Collins and Swanston Streets ...,an017259,1953,Argus newspaper collection of photographs.
1,IE145082,9917889443607636,[Berkshire pig with points marked on image],an017165,1943/1949,Argus newspaper collection of photographs.
1,IE145094,9917894113607636,Indian and Pakistani students [with Lord Casey],an017277,1949,Argus newspaper collection of photographs.
1,IE145109,9917898463607636,"Argus show at Sale, Ian Johnson, test cricketer, autographing the bat which had just been won by Gordon Bower (holding it) ...",an017644,1951,Argus newspaper collection of photographs.
1,IE145244,9917892513607636,First flow of oil to the new Shell Geelong refinery [Vic.],an017177,1951/1954,Argus newspaper collection of photographs.
1,IE145301,9917895583607636,"Personality at the Local Authorities' Association annual conference today was Cr. J. H. Hansen, one of the two delegates from Glengallen",an017312,1947/1953,Argus newspaper collection of photographs.
1,IE145331,9917898983607636,[Cattle burned in bushfire at Narromine N.S.W.],an016929,1949/1954,Argus newspaper collection of photographs.
1,IE145337,9917898133607636,"[Stanfield Holliday at the organ of the Capitol Theatre, Melbourne]",an018024,1943/1949,Argus newspaper collection of photographs.
1,IE145361,9917895603607636,"[Prime Handlebar of the Handlebar Club of Britain, Jon Roy from Glasgow, kissing TV star Barbara Kelly, after she had asked how he kissed his wife}",an017314,1950/1954,Argus newspaper collection of photographs.
1,IE145603,9939655570807636,Period swim and beach wear,an017969,1945/1950,Argus newspaper collection of photographs.
1,IE145742,9917894123607636,"A well earned rest - humpy of a well sinker, Central Australia",an016854,1934/1940,Argus newspaper collection of photographs.
1,IE145777,9917895003607636,Bushmen after their three months trek with 2000 sheep arrive in Melbourne,an016875,1951/1954,Argus newspaper collection of photographs.
1,IE145798,9917889433607636,[Cattle breeds with points marked on images],an017164,1943/1949,Argus newspaper collection of photographs.
1,IE145910,9917898993607636,"[Jack Pattison handfeeding his sheep at Marrar near Wagga, New South Wales]",an016927,1948/1954,Argus newspaper collection of photographs.
1,IE145951,9917894043607636,"Ernabella Hospital and Church, looking south, [South Australia]",an016851,1954,Argus newspaper collection of photographs.
1,IE146946,9917896533607636,[Traffic congestion on the corner of Swanston and Flinders Streets caused by a tram strike],an017524,1954,Argus newspaper collection of photographs.
1,IE147020,9917896343607636,Koalas,an017072,1954,Argus newspaper collection of photographs.
1,IE1470564,9917895263607636,"[Australian troops in the South African War, 1899-1902]",is004890,1947/1953,Argus newspaper collection of photographs.
1,IE147057,9917896033607636,Chimney being demonlished [i.e. demolished] at Carlton,an017511,1954,Argus newspaper collection of photographs.
1,IE147100,9917898033607636,Bullens circus elephant Jumbo returning over the fence with Jean Carroll,an017119,1954,Argus newspaper collection of photographs.
1,IE147150,9939654922807636,Collies and Kelpies,an017450,1937/1950,Argus newspaper collection of photographs.
1,IE147161,9939657321007636,"British bulldogs, Victoria",an017448,1935/1950,Argus newspaper collection of photographs.
1,IE147164,9917895903607636,"Edana Romney, the South African film actress, wearing a striking fashion at the Royal Command film show in London.",an017317,29/11/1948,Argus newspaper collection of photographs.
1,IE147494,9917894133607636,Constables J. Stokes (left) and Peter Riley,an016855,1934/1940,Argus newspaper collection of photographs.
1,IE147563,9917898933607636,The Landy family,an017853,1951/1954,Argus newspaper collection of photographs.
1,IE148474,9917893213607636,[Timber piled onto the deck of a timber ship],an017221,1934/1940,Argus newspaper collection of photographs.
1,IE148548,9917900653607636,Hoad smashes this one down the court to Trabert who was unable to return it,an017720,1954,Argus newspaper collection of photographs.
1,IE1486815,9939647726407636,King George V and Queen Mary at opening of Australia House,is009732,1915/1921,Argus newspaper collection of photographs.
1,IE148721,9917893253607636,"The rocky ramparts which mark the entrance to Palm Valley [Central Australia], the world's largest oasis",an017222,1932/1938,Argus newspaper collection of photographs.
1,IE148730,9917899033607636,M.C.C. team in Perth,an017656,1950,Argus newspaper collection of photographs.
1,IE149793,9917893033607636,Logging camp ... Gippsland [Vic.],an017211,1948/1954,Argus newspaper collection of photographs.
1,IE149818,9917896383607636,"[Koala and young, sitting in fork of tree]",an017076,1937,Argus newspaper collection of photographs.
1,IE149855,9939653411607636,Australia Day ceremony at St. Kilda,an017487,1951/1954,Argus newspaper collection of photographs.
1,IE149858,9917889643607636,[Judging of horses and ponies],an017380,1936/1952,Argus newspaper collection of photographs.
